Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet,Identifier
FDG02,7.855,0.011307038,188.5188,OUT018,2009,952.0939999999999,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,394
NCO26,7.235,0.076855628,116.0492,OUT046,1997,1969.4364,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1428
FDH35,12.792854228644991,0.059956876,165.4526,OUT027,1985,5262.4832,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,5,453
FDB51,6.92,0.038532062,60.5852,OUT045,2002,1314.2892,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,228
FDX44,9.3,0.043209581,90.8172,OUT017,2007,535.3032,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1152
NCN07,18.5,0.056816465,132.1284,OUT010,1998,263.6568,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1407
NCC31,8.02,0.019866705,154.5972,OUT035,2004,1402.1748,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1289
NCX54,9.195,0.048331717,105.1622,OUT017,2007,1693.7952,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1538
NCO55,12.8,0.091221855,105.5938,OUT045,2002,2143.876,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1436
NCC30,16.6,0.027622076000000002,177.6344,OUT049,1999,2676.5159999999996,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1288
FDI16,14.0,0.0,53.06399999999999,OUT035,2004,905.488,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,479
FDP16,18.6,0.039355947,246.3802,OUT049,1999,7370.406,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,743
FDB11,16.0,0.060836524,226.8404,OUT035,2004,6301.1312,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,6,198
NCB06,17.6,0.082316506,160.692,OUT035,2004,1597.92,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1274
FDA45,21.25,0.155350299,178.237,OUT035,2004,529.311,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,179
NCO26,7.235,0.076841095,117.5492,OUT035,2004,1969.4364,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1428
DRJ25,14.6,0.151419185,50.3692,OUT017,2007,1034.6532,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,94
FDR28,13.85,0.026001976,161.52100000000002,OUT018,2009,1794.3310000000001,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,843
FDI04,13.65,0.073209447,197.6426,OUT018,2009,2768.3964,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,470
DRK12,12.792854228644991,0.041683481,31.29,OUT027,1985,898.83,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,5,104
FDX20,7.365,0.042560252,226.172,OUT046,1997,3169.208,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1132
NCI18,18.35,0.014081156000000001,223.5746,OUT018,2009,3589.9936,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1344
FDB36,5.465,0.0,132.5626,OUT018,2009,262.3252,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,216
FDN13,18.6,0.152918384,99.8358,OUT017,2007,1910.1802,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,661
DRD24,13.85,0.030969273999999998,140.9154,OUT017,2007,1701.7848,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,20
FDQ28,14.0,0.06037677599999999,154.5656,OUT013,1987,2471.4496,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,797
FDM22,14.0,0.04192285,54.763999999999996,OUT013,1987,1331.6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,631
FDR07,12.792854228644991,0.077367431,97.0094,OUT027,1985,1808.9786,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,824
FDV25,5.905,0.045838211,222.5456,OUT018,2009,3315.684,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1037
DRF49,7.27,0.071077939,114.2518,OUT046,1997,2618.5914,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,8,47
FDW51,6.155,0.09465987099999999,214.55599999999998,OUT046,1997,2769.728,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,1109
DRL01,19.5,0.077608838,233.4958,OUT017,2007,5375.0034,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2,113
FDP25,15.2,0.021327477,216.8824,OUT017,2007,2838.9712,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,750
FDL50,12.15,0.042485444000000004,125.0046,OUT018,2009,1743.0644,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,611
NCB30,12.792854228644991,0.025578526,198.8084,OUT027,1985,5555.4352,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1278
FDW11,12.6,0.048980800000000005,61.9194,OUT018,2009,619.194,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1075
NCM43,14.5,0.019471688,164.821,OUT035,2004,2120.573,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1401
FDK44,16.6,0.122918852,173.0738,OUT017,2007,3823.0236,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,568
FDM15,11.8,0.057373797000000004,151.4366,OUT013,1987,1360.2294,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,627
FDS31,13.1,0.044155597000000005,178.8318,OUT013,1987,3969.4996,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,892
FDI32,17.7,0.291865402,115.1834,OUT010,1998,345.5502,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,488
FDR47,17.85,0.0,196.5794,OUT010,1998,585.2382,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,857
FDB35,12.3,0.064750025,92.6804,OUT045,2002,1010.6844,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,7,215
NCU05,11.8,0.098312421,81.4618,OUT010,1998,161.1236,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1499
DRY23,12.792854228644991,0.191013663,42.1112,OUT019,1985,42.6112,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,4,142
FDO24,11.1,0.176573035,157.4604,OUT045,2002,3010.7476,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,707
FDQ28,12.792854228644991,0.060134441,153.0656,OUT027,1985,6024.1584,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,797
FDV39,11.3,0.0072946519999999996,198.1426,OUT045,2002,988.7130000000001,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1049
NCO17,12.792854228644991,0.128478462,117.944,OUT019,1985,239.688,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1426
FDU50,5.75,0.075107656,112.8176,OUT013,1987,1374.2112,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1008
FDT12,12.792854228644991,0.049381405999999996,226.8062,OUT027,1985,4739.8302,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,926
FDK58,11.35,0.045165795999999994,100.0016,OUT018,2009,1012.0160000000001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,578
FDO08,12.792854228644991,0.09415375,165.7526,OUT019,1985,657.8104,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,694
NCW29,14.0,0.028907832,130.431,OUT049,1999,778.9860000000001,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1523
FDE04,19.75,0.018059621,179.766,OUT045,2002,2336.958,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,319
NCB19,6.525,0.09043609400000001,85.0882,OUT049,1999,2233.0932,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1277
FDV15,10.3,0.146399712,103.9648,OUT049,1999,1661.8368,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1029
FDL58,5.78,0.07426435599999999,264.7568,OUT049,1999,4745.8224,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,616
FDA08,11.85,0.050186725999999994,164.1526,OUT045,2002,3124.5994,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,150
FDT43,16.35,0.020631654,50.1324,OUT018,2009,467.3916,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,951
NCX06,12.792854228644991,0.01561108,182.5976,OUT027,1985,5070.7328,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1530
FDT20,10.5,0.041395445,37.6164,OUT046,1997,540.6296,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,932
FDB41,19.0,0.097313129,48.0718,OUT046,1997,992.7078,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,221
NCN55,14.6,0.059582996,238.8538,OUT049,1999,6008.845,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1420
FDE40,12.792854228644991,0.09866365199999999,62.9194,OUT027,1985,2105.2596,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,343
FDX49,12.792854228644991,0.101338651,232.63,OUT027,1985,5359.69,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1157
NCM53,18.75,0.052146455999999994,104.62799999999999,OUT045,2002,745.696,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1402
FDE36,5.26,0.041764487,161.8868,OUT035,2004,3275.736,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,340
FDN57,18.25,0.054344185999999996,140.2154,OUT045,2002,1701.7848,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,688
FDI24,12.792854228644991,0.07836248400000001,177.937,OUT027,1985,6704.606,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,484
FDI19,15.1,0.052339069,242.7512,OUT046,1997,4119.9704,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,480
FDF24,15.5,0.042464962,81.5934,OUT010,1998,327.5736,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,371
FDG52,13.65,0.06573288299999999,45.7402,OUT049,1999,780.9834,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,424
DRF36,16.1,0.023625114,189.3846,OUT045,2002,3630.6074,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,44
FDS45,12.792854228644991,0.051643608,107.3622,OUT019,1985,317.5866,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,903
FDX40,12.85,0.165694219,39.7164,OUT010,1998,231.6984,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1150
DRK12,9.5,0.041878397000000005,32.99,OUT035,2004,133.16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,6,104
DRC27,13.8,0.058091482,245.1802,OUT035,2004,5650.6446,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,13
FDL58,5.78,0.0,263.7568,OUT017,2007,2636.5679999999998,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,616
NCD30,19.7,0.026903714,96.0726,OUT045,2002,1272.3438,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1298
NCZ54,14.65,0.0,161.5552,OUT010,1998,324.9104,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1558
FDE10,6.67,0.150554711,130.0626,OUT010,1998,131.1626,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,323
FDR44,6.11,0.0,131.2968,OUT010,1998,260.9936,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,854
FDP28,13.65,0.13497562800000001,260.0936,OUT010,1998,260.9936,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,753
FDX15,17.2,0.15616879,160.6578,OUT013,1987,3690.5294,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1129
FDA39,6.32,0.0,40.2822,OUT035,2004,1139.1838,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,175
FDY24,4.88,0.133700752,52.9298,OUT049,1999,1995.4026,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,1185
FDC60,5.425,0.115119905,88.3514,OUT017,2007,1416.8224,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,277
FDH28,15.85,0.11003099699999999,37.2506,OUT046,1997,265.6542,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,448
FDT25,7.5,0.051038045,121.7072,OUT017,2007,3552.7088,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,937
DRJ13,12.65,0.062837968,161.5578,OUT013,1987,2406.867,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,91
NCO07,12.792854228644991,0.017116983,211.956,OUT019,1985,213.05599999999998,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1424
FDW20,20.75,0.024129332000000003,124.17299999999999,OUT013,1987,2956.152,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1082
DRF27,12.792854228644991,0.049754975,152.134,OUT019,1985,153.134,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,43
FDS49,9.0,0.0,79.7644,OUT035,2004,1649.8524,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,907
FDX25,12.792854228644991,0.101561568,181.9292,OUT027,1985,3101.2964,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1137
NCX42,12.792854228644991,0.0059496440000000005,165.6526,OUT027,1985,4769.1254,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1536
FDG33,12.792854228644991,0.13956116,170.4764,OUT027,1985,3435.528,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,413
FDL56,14.1,0.126035694,86.4198,OUT045,2002,1133.8574,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,614
FDF14,7.55,0.027164679,152.334,OUT035,2004,2603.278,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,365
NCD06,13.0,0.099325278,45.406000000000006,OUT046,1997,605.878,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1294
DRM47,12.792854228644991,0.04357366,192.8846,OUT027,1985,2293.0152,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,126
FDS46,12.792854228644991,0.082741482,118.7782,OUT019,1985,119.1782,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,904
FDB35,12.3,0.064565202,92.9804,OUT013,1987,1929.4884,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,215
FDX21,12.792854228644991,0.08455456900000001,109.8912,OUT027,1985,2074.6328,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1133
NCU05,12.792854228644991,0.058451805,79.9618,OUT027,1985,241.6854,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1499
NCR38,17.25,0.113748685,251.3724,OUT045,2002,6795.1548,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1472
NCR18,15.85,0.020603511,42.7112,OUT017,2007,639.168,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1469
NCU41,18.85,0.052044976,192.1846,OUT035,2004,3248.4382,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1505
FDY56,16.35,0.06276442900000001,227.6062,OUT017,2007,7222.5984,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1211
DRJ51,14.1,0.08797726199999999,229.0668,OUT035,2004,3225.1352,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,100
FDK21,7.905,0.010010425,249.0408,OUT035,2004,3755.112,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,553
FDY25,12.0,0.033946163,179.3976,OUT013,1987,3440.8544,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1186
FDU44,12.15,0.058414678,163.4552,OUT035,2004,974.7312,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,1002
FDL43,10.1,0.027106459,75.367,OUT049,1999,535.969,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,606
FDF05,17.5,0.027022882999999998,262.491,OUT017,2007,5259.82,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,359
DRF15,12.792854228644991,0.058153409,152.034,OUT019,1985,306.268,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,40
FDL20,17.1,0.128937661,112.3886,OUT018,2009,1779.0176,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,591
FDV32,7.785,0.088846306,61.451,OUT049,1999,759.012,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1042
FDJ34,11.8,0.09357779,125.9704,OUT013,1987,1877.556,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,526
FDG08,13.15,0.165694678,171.8764,OUT045,2002,3779.0808,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,397
FDQ04,12.792854228644991,0.148392623,41.5796,OUT019,1985,41.2796,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,777
FDW13,8.5,0.098438394,51.1324,OUT017,2007,259.66200000000003,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1077
NCI17,8.645,0.143303291,96.34100000000001,OUT013,1987,193.082,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1343
FDY03,17.6,0.076276208,110.9202,OUT045,2002,1687.8029999999999,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,1169
FDS12,9.1,0.175103435,127.5362,OUT017,2007,4655.9394,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,877
FDJ55,12.8,0.023511371,225.9404,OUT013,1987,4950.8888,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,538
DRK01,7.63,0.06105276,95.4436,OUT035,2004,1418.154,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,6,102
FDG28,9.285,0.049559042000000005,246.4144,OUT017,2007,1225.072,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,409
FDY38,13.6,0.119418124,231.03,OUT045,2002,5359.69,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,1197
FDN01,8.895,0.072545601,176.237,OUT045,2002,1764.37,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,653
NCR54,16.35,0.090486828,195.21099999999998,OUT013,1987,2553.343,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1477
FDG29,17.6,0.056245075,43.3454,OUT013,1987,1006.6896,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,410
FDG24,7.975,0.014618973,85.225,OUT013,1987,1081.925,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,407
FDG59,15.85,0.04347912599999999,36.7164,OUT017,2007,308.9312,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2,429
FDM28,15.7,0.045166237000000005,178.666,OUT013,1987,2516.724,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,635
FDW04,8.985,0.057827101,128.83100000000002,OUT046,1997,1428.141,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,1070
FDS26,20.35,0.089394766,260.1594,OUT013,1987,2093.2752,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,889
FDQ56,6.59,0.10550944,85.6908,OUT013,1987,1929.4884,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,815
